SHOE_NAME,Arch Support,Arch Type,Brand,Cushioning,Flexibility,Forefoot Height (mm),Heel Height (mm),Heel to Toe Drop (mm),MSRP (USD),Pronation,Release Date,Strike Pattern,Terrain,Toebox,Waterproofing,Weight (oz),Widths Available
Adidas Adizero Takumi Sen 8,Neutral,High,Adidas,,Semi-Flexible,27.0,33.0,6.0,180.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Wide,,6.8,"{Narrow, Standard}"
Adidas 4DFWD Pulse,Neutral,High,Adidas,Plush,Semi-Flexible,,,10.5,200.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Medium,,11.7,{}
Adidas 4D Run 1.0,Neutral,High,Adidas,Plush,Semi-Rigid,,,9.5,200.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,12.9,{Standard}
La Sportiva Karacal,Neutral,High,La Sportiva,Firm,Semi-Rigid,22.0,29.0,7.0,130.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Trail,Wide,,8.8,{Standard}
Nike Run Swift 2,Neutral,High,Nike,Balanced,Balanced,,,,70.00,"{Supination, Underpronation, Neutral}",2021,{},Road,Medium,,10.3,{}
Under Armour Flow Velociti Wind 2,Neutral,High,Under Armour,Balanced,Balanced,18.0,26.0,8.0,160.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Medium,,8.3,{Standard}
Adidas Terrex Agravic,Neutral,High,Adidas,,,18.0,25.0,7.0,135.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,11.0,{Standard}
Reebok Floatride Energy 4 Adventure,Neutral,High,Reebok,Firm,Balanced,,,10.5,120.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Trail,Medium,,9.6,{}
Under Armour Charged Rogue 3,Neutral,High,Under Armour,Plush,,,,,80.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Narrow,,,"{Standard, Wide, Extra Wide}"
Adidas Pureboost 21,Neutral,High,Adidas,Plush,Semi-Flexible,,,,130.00,"{Supination, Underpronation, Neutral}",2021,{},Road,Medium,,,{}
Hoka Torrent 3,Neutral,High,Hoka,Balanced,Balanced,18.0,23.0,5.0,130.00,"{Supination, Underpronation, Neutral}",2023,{},Trail,Medium,,8.7,{Standard}
New Balance FuelCell Echo,Neutral,High,New Balance,Plush,Semi-Flexible,,,6.0,100.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.1,"{Narrow, Standard, Wide}"
Brooks Divide 2,Neutral,High,Brooks,Firm,Semi-Rigid,17.0,25.0,8.0,100.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Wide,,10.3,{Standard}
New Balance 520 v7,Neutral,High,New Balance,,,,,,65.00,"{Supination, Underpronation, Neutral}",2023,{},Road,,,8.8,"{Standard, Wide, Extra Wide}"
New Balance FuelCell Propel,Neutral,High,New Balance,Plush,Balanced,,,6.5,110.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.2,{}
Adidas Alphabounce Instinct,Neutral,High,Adidas,,,12.0,22.0,10.0,120.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,12.1,{Standard}
Brooks Anthem 5,Neutral,High,Brooks,Balanced,Semi-Flexible,,,8.0,85.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.1,{Standard}
Brooks Hyperion Elite 3,Neutral,High,Brooks,Firm,Semi-Rigid,27.0,35.0,8.0,250.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Wide,,7.4,{Standard}
Adidas Terrex Agravic Flow 2,Neutral,High,Adidas,Firm,Semi-Rigid,20.0,28.0,8.0,140.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Wide,Water Repellent,11.3,"{Narrow, Standard}"
ASICS Versablast 2,Neutral,High,ASICS,Balanced,Balanced,,,11.0,70.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Medium,,7.9,"{Standard, Wide}"
Adidas Adizero Adios Pro 2.0,Neutral,High,Adidas,Balanced,Balanced,,,10.5,220.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,Medium,,7.6,{}
Salomon Speedcross 4,Neutral,High,Salomon,Balanced,Balanced,20.0,30.0,10.0,130.00,"{Supination, Underpronation, Neutral}",,{Heel},Trail,Narrow,,10.9,"{Standard, Wide}"
Altra Mont Blanc BOA,Neutral,High,Altra,Firm,Balanced,30.0,30.0,0.0,210.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Trail,Wide,,11.2,{Standard}
Xero Shoes HFS,Neutral,High,Xero Shoes,Firm,Semi-Flexible,7.0,7.0,0.0,110.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Road,Wide,,6.8,{Standard}
La Sportiva Ultra Raptor II,Neutral,High,La Sportiva,Balanced,Semi-Rigid,19.0,28.0,9.0,155.00,"{Supination, Underpronation, Neutral}",2022,{Heel},Trail,Medium,,12.5,"{Standard, Wide}"
New Balance Fresh Foam 1080 v10,Neutral,High,New Balance,Balanced,Balanced,21.0,29.0,8.0,150.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Wide,,9.5,"{Narrow, Standard, Wide}"
Salomon Phantasm,Neutral,High,Salomon,Balanced,Semi-Flexible,14.0,20.0,6.0,180.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Wide,,7.0,{Standard}
La Sportiva Akyra,Stability,Low,La Sportiva,,,16.0,25.0,9.0,140.00,{Overpronation},,{Heel},Trail,,,11.6,"{Standard, Wide}"
ASICS GT 2000 7,Stability,Low,ASICS,Balanced,Balanced,,,10.5,120.00,{Overpronation},,{Heel},Road,Medium,,10.7,{}
New Balance FuelCell Prism v2,Stability,Low,New Balance,Balanced,Semi-Flexible,,,6.0,120.00,{Overpronation},2021,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.2,"{Standard, Wide}"
PUMA Electrify Nitro,Neutral,High,PUMA,Balanced,Semi-Flexible,,,10.0,100.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Medium,,8.4,{Standard}
Brooks Signal 3,Neutral,High,Brooks,Balanced,Semi-Flexible,,,10.0,85.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Wide,,8.8,{Standard}
Saucony Fastwitch 9,Stability,Low,Saucony,Firm,Semi-Flexible,15.0,19.0,4.0,100.00,{Overpronation},2019,"{Forefoot, Midfoot}",Road,Medium,,6.0,{Standard}
Adidas AlphaEdge 4D,Neutral,High,Adidas,Balanced,Semi-Flexible,,,10.5,300.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,10.6,{}
Brooks Hyperion Elite,Neutral,High,Brooks,Balanced,Semi-Flexible,,,8.0,250.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,6.9,{Standard}
Altra Escalante,Neutral,High,Altra,Balanced,Semi-Flexible,25.0,25.0,0.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,Extra Wide,,8.2,{Standard}
Nike Zoom Terra Kiger 8,Neutral,High,Nike,Balanced,Semi-Flexible,,,6.5,140.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Medium,,,{}
Brooks Glycerin 15,Neutral,High,Brooks,,,19.0,29.0,10.0,150.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,10.6,{Standard}
ASICS Fuji Lite 2,Neutral,High,ASICS,Plush,Semi-Flexible,26.0,30.0,4.0,120.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Trail,Wide,,9.3,"{Narrow, Standard}"
Nike Air Zoom Alphafly Next%,Neutral,High,Nike,Balanced,,35.0,39.0,4.0,275.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Road,Medium,,8.0,{Standard}
Adidas Adizero Prime X Strung,Neutral,High,Adidas,Plush,Semi-Rigid,,,,300.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Road,Wide,,9.0,{}
Saucony Type A9,Neutral,High,Saucony,Balanced,Semi-Flexible,13.0,17.0,4.0,100.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,Narrow,,6.0,{Standard}
Topo Athletic Phantom 2,Neutral,High,Topo Athletic,Firm,Balanced,28.0,33.0,5.0,140.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Road,Extra Wide,,10.6,{Standard}
New Balance Fresh Foam Arishi v3,Neutral,High,New Balance,Plush,Semi-Flexible,,,8.0,70.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.2,"{Narrow, Standard, Wide, Extra Wide}"
Adidas Terrex Agravic Flow,Neutral,High,Adidas,Plush,Semi-Flexible,,,6.5,130.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Wide,,11.5,{}
New Balance Fresh Foam Tempo,Neutral,High,New Balance,Plush,Semi-Flexible,18.0,24.0,6.0,110.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,8.5,"{Narrow, Standard, Wide}"
ASICS GT 4000,Stability,Low,ASICS,Plush,Semi-Flexible,12.0,22.0,10.0,130.00,{Overpronation},2019,{Heel},Road,Medium,,11.0,"{Standard, Wide}"
Under Armour HOVR Sonic 3,Neutral,High,Under Armour,Plush,Semi-Flexible,,,6.5,110.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.2,{}
Brooks Levitate GTS 6,Stability,Low,Brooks,Balanced,Semi-Rigid,,,8.0,150.00,{Overpronation},2023,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.9,{Standard}
PUMA Eternity Nitro,Stability,Low,PUMA,Balanced,Semi-Flexible,,,7.0,120.00,{Overpronation},2021,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.6,{Standard}
Adidas ZX 4000 4D,Neutral,High,Adidas,,,,,,350.00,"{Supination, Underpronation, Neutral}",2019,{},Road,,,,{Standard}
Brooks Launch 6,Neutral,High,Brooks,Balanced,Semi-Flexible,17.0,27.0,10.0,100.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,Medium,,9.0,"{Narrow, Standard}"
Under Armour HOVR Infinite 4,Neutral,High,Under Armour,Firm,Balanced,,,6.5,120.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Medium,,10.4,{}
On Cloud Hi,Neutral,High,On,Balanced,Semi-Flexible,,,7.0,170.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Road,Medium,,12.5,{Standard}
New Balance Lerato,Neutral,High,New Balance,Plush,Semi-Flexible,27.0,37.0,,225.00,"{Supination, Underpronation, Neutral}",2021,{},Road,Medium,,11.8,{Standard}
Brooks Bedlam 3,Stability,Low,Brooks,Firm,Semi-Flexible,,,8.0,150.00,{Overpronation},2020,"{Forefoot, Midfoot, Heel}",Road,Narrow,,10.8,{Standard}
Altra Timp 2,Neutral,High,Altra,,,29.0,29.0,0.0,140.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Wide,,9.9,{Standard}
Vivobarefoot Primus Lite III,Neutral,High,Vivobarefoot,Firm,Semi-Flexible,4.0,3.0,0.0,155.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Road,Wide,,8.8,"{Standard, Wide}"
New Balance Fresh Foam X More Trail v2,Neutral,High,New Balance,Plush,,29.0,33.0,4.0,165.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Trail,Medium,,11.6,"{Standard, Wide}"
New Balance Fresh Foam Arishi,Neutral,High,New Balance,Balanced,Semi-Flexible,,,8.0,70.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Medium,,8.4,"{Standard, Wide, Extra Wide}"
La Sportiva Bushido II,Stability,Low,La Sportiva,,,13.0,19.0,6.0,130.00,{Overpronation},2019,"{Forefoot, Midfoot, Heel}",Trail,,,10.5,{Standard}
Brooks Anthem 4,Neutral,High,Brooks,Plush,Balanced,,,10.0,85.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,Medium,,,{Standard}
Brooks Launch 7,Neutral,High,Brooks,Balanced,Semi-Flexible,16.0,26.0,10.0,100.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,9.0,"{Narrow, Standard, Wide}"
Reebok Lite 3,Neutral,High,Reebok,Balanced,Semi-Flexible,,,,65.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Wide,,,{Standard}
Xero Shoes Zelen,Neutral,High,Xero Shoes,Balanced,Semi-Flexible,5.0,5.0,0.0,130.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot}",Road,Wide,,7.8,{Standard}
Adidas Senseboost Go,Neutral,High,Adidas,Plush,Semi-Flexible,10.0,18.0,8.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Narrow,,9.7,{Standard}
ASICS Roadhawk FF 2,Neutral,High,ASICS,,,11.0,21.0,10.0,100.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,9.3,{Standard}
Altra Vanish Carbon,Neutral,High,Altra,Firm,Balanced,33.0,33.0,0.0,240.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Road,Medium,,7.2,{Standard}
Altra Escalante 2.5,Neutral,High,Altra,Balanced,Balanced,24.0,24.0,0.0,130.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Road,Extra Wide,,8.5,{Standard}
Adidas Ultra 4D 5.0,Neutral,High,Adidas,,,,,,200.00,"{Supination, Underpronation, Neutral}",2021,{},Road,,,13.0,{Standard}
La Sportiva Kaptiva,Neutral,High,La Sportiva,Plush,Semi-Flexible,11.0,17.0,6.0,139.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Narrow,,9.2,{Standard}
PUMA Magnify Nitro,Neutral,High,PUMA,Balanced,Balanced,29.0,38.0,9.0,140.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,Wide,,10.3,"{Narrow, Standard}"
ASICS Gel Nimbus 20,Neutral,High,ASICS,Plush,Semi-Flexible,,,10.5,160.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,Medium,,10.7,{}
Nike Air Zoom Structure 23,Stability,Low,Nike,Plush,,14.0,22.0,8.0,120.00,{Overpronation},2020,"{Forefoot, Midfoot, Heel}",Road,,,,{Standard}
Adidas Fluidflow,Neutral,High,Adidas,Plush,Semi-Flexible,,,,80.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Medium,,,{Standard}
Brooks Ghost 14 GTX,Neutral,High,Brooks,Balanced,Balanced,24.0,36.0,12.0,160.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Medium,Water Repellent,10.7,{Standard}
Saucony Freedom ISO 2,Neutral,High,Saucony,,,18.0,22.0,4.0,160.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,,9.1,{Standard}
ASICS Gel Contend 6,Neutral,High,ASICS,,,,,10.0,65.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,,,10.2,"{Standard, Extra Wide}"
Adidas Terrex Agravic Ultra,Neutral,High,Adidas,Firm,Semi-Rigid,,,6.5,160.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Trail,Medium,,11.6,{}
Reebok Flashfilm 2.0,Neutral,High,Reebok,Plush,Semi-Flexible,,,,80.00,"{Supination, Underpronation, Neutral}",2019,{},Road,Medium,,,{Standard}
Hoka Gaviota,Motion control,Low,Hoka,Balanced,Balanced,24.0,29.0,5.0,150.00,{Severe Overpronation},,"{Forefoot, Midfoot}",Road,Medium,,10.5,{Standard}
Merrell Vapor Glove 5,Neutral,High,Merrell,Firm,Flexible,6.5,6.5,0.0,80.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Road,Medium,,6.0,{Standard}
Brooks Levitate 3,Neutral,High,Brooks,Firm,Semi-Flexible,,,8.0,150.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,11.6,{Standard}
Nike Pegasus Trail 2 GTX,Neutral,High,Nike,Balanced,Balanced,20.0,30.0,10.0,160.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Trail,Medium,Waterproof,12.0,{Standard}
On Cloudventure Waterproof,Neutral,High,On,Balanced,Balanced,20.0,26.0,6.0,170.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.4,{Standard}
Nike Zoom Fly 3,Neutral,High,Nike,Balanced,Semi-Rigid,28.0,36.0,8.0,160.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Narrow,,8.9,{Standard}
Saucony Hurricane 22,Stability,Low,Saucony,Plush,Balanced,25.0,33.0,8.0,160.00,{Overpronation},2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,11.8,{Standard}
Brooks Caldera 4,Neutral,High,Brooks,Plush,Balanced,,,4.0,140.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Medium,,10.0,{Standard}
Salomon XA Pro 3D GTX,Stability,Low,Salomon,Firm,Semi-Rigid,15.0,27.0,12.0,160.00,{Overpronation},,{Heel},Trail,Wide,Waterproof,14.3,"{Standard, Wide}"
New Balance Fresh Foam X Tempo v2,Neutral,High,New Balance,Plush,Semi-Flexible,,,,120.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Medium,,7.8,"{Standard, Wide}"
ASICS Patriot 13,Neutral,High,ASICS,Balanced,Semi-Rigid,,,10.5,60.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Narrow,,9.9,{}
Salomon Hypulse,Neutral,High,Salomon,Balanced,Semi-Rigid,23.0,31.5,8.5,100.00,"{Supination, Underpronation, Neutral}",2023,{},Trail,Medium,,9.7,{Standard}
ASICS Fuji Lite 3,Neutral,High,ASICS,Balanced,Semi-Flexible,14.0,18.0,4.0,120.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Trail,Medium,,9.2,{Standard}
Merrell Rubato,Neutral,High,Merrell,Plush,Balanced,31.5,31.5,0.0,140.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Trail,Wide,,10.4,{Standard}
Nike Winflo 8 Shield,Neutral,High,Nike,Balanced,Balanced,,,10.5,86.00,"{Supination, Underpronation, Neutral}",2023,{Heel},Road,Medium,Water Repellent,,{}
New Balance FuelCell Propel v3,Neutral,High,New Balance,Balanced,Balanced,,,6.0,100.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.1,"{Standard, Wide}"
Adidas Ultraboost DNA 1.0,Neutral,High,Adidas,Plush,Semi-Flexible,12.0,22.0,10.0,180.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,,,11.6,{Standard}
Brooks Divide,Neutral,High,Brooks,Plush,Semi-Flexible,,,8.0,100.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.3,{Standard}
Skechers GOrun Razor Excess,Neutral,High,Skechers,Balanced,Balanced,,,2.5,140.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Road,Medium,,7.5,{}
Nike Flyknit Racer,Neutral,High,Nike,Balanced,Semi-Flexible,14.0,24.0,10.0,150.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Medium,,5.6,"{Narrow, Standard}"
Adidas Terrex Two Ultra,Neutral,High,Adidas,Balanced,Balanced,23.0,29.0,6.0,180.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Trail,Wide,,11.3,"{Narrow, Standard}"
Under Armour HOVR Machina 2,Neutral,High,Under Armour,Balanced,Semi-Flexible,23.0,31.0,8.0,150.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Narrow,,10.2,{Standard}
Altra Paradigm 5.0,Stability,Low,Altra,Plush,Semi-Flexible,30.0,30.0,0.0,150.00,{Overpronation},2020,"{Forefoot, Midfoot}",Road,Extra Wide,,11.2,{Standard}
Nike Flex Experience Run 11 Next Nature,Neutral,High,Nike,Balanced,Semi-Flexible,,,,70.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Medium,,8.4,"{Standard, Extra Wide}"
Saucony Ride ISO,Neutral,High,Saucony,Balanced,Semi-Flexible,19.0,27.0,8.0,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Narrow,,9.7,"{Standard, Wide}"
Adidas Alphatorsion,Neutral,High,Adidas,Plush,Semi-Flexible,12.0,22.0,10.0,100.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,,,10.4,{Standard}
Brooks Glycerin Stealthfit GTS 20,Stability,,Brooks,Plush,Balanced,28.0,38.0,10.0,160.00,{},2023,{},Road,Medium,,9.7,{Standard}
Saucony Canyon TR,Neutral,High,Saucony,Balanced,Balanced,26.0,34.0,8.0,120.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Trail,Medium,,11.0,{Standard}
Under Armour Charged Breeze,Neutral,High,Under Armour,,,,,8.0,90.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Narrow,,,{Standard}
Adidas Terrex Two Flow,Neutral,High,Adidas,Balanced,,,,,110.00,"{Supination, Underpronation, Neutral}",2022,{},Trail,,,,{Standard}
New Balance Fresh Foam Beacon v3,Neutral,High,New Balance,Plush,Semi-Flexible,23.0,29.0,6.0,120.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Wide,,8.2,"{Standard, Wide}"
ASICS Gel Cumulus 20,Neutral,High,ASICS,Balanced,Semi-Flexible,13.0,23.0,10.0,120.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,Narrow,,10.1,"{Standard, Wide}"
Salomon Aero Glide,Neutral,,Salomon,Balanced,Balanced,27.0,37.0,10.0,160.00,{},2023,"{Forefoot, Midfoot, Heel}",Road,Wide,,9.0,{Standard}
ASICS Gel Nimbus 19,Neutral,High,ASICS,,,13.0,23.0,10.0,160.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,11.1,"{Standard, Extra Wide}"
Saucony Guide 10,Stability,Low,Saucony,Balanced,,19.0,27.0,8.0,120.00,{Overpronation},,"{Forefoot, Midfoot, Heel}",Road,,,10.0,"{Standard, Wide}"
On Cloudflow,Neutral,High,On,Plush,Semi-Flexible,24.0,30.0,6.0,140.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Medium,,7.8,{Standard}
Salomon XA Pro 3D V8 GTX,Stability,Low,Salomon,Plush,Balanced,,,,150.00,{Overpronation},2020,{},Trail,Narrow,,13.1,"{Standard, Wide}"
Brooks Glycerin 16,Neutral,High,Brooks,Balanced,Semi-Flexible,22.0,32.0,10.0,150.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,Narrow,,10.6,"{Standard, Wide}"
The North Face Vectiv Eminus,Neutral,High,The North Face,Plush,Semi-Flexible,24.0,30.0,6.0,129.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.5,{Standard}
Hoka Speedgoat,Neutral,High,Hoka,Balanced,Rigid,28.0,33.0,5.0,140.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,Medium,,9.7,{Standard}
Saucony Xodus 11,Neutral,High,Saucony,,Balanced,27.5,31.5,4.0,150.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Trail,Wide,,11.9,{Standard}
Saucony Mad River TR 2,Neutral,High,Saucony,Balanced,,24.5,28.5,4.0,110.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Wide,,10.6,{Standard}
Adidas Questar Flow NXT,Neutral,High,Adidas,Plush,,,,,75.00,"{Supination, Underpronation, Neutral}",2021,{},Road,,,10.0,{Standard}
Reebok Floatride Run Fast Pro,Neutral,High,Reebok,Balanced,Semi-Flexible,,,2.5,250.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,Medium,,3.5,{}
ASICS DynaFlyte,Neutral,High,ASICS,,,,,6.5,140.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,,,9.3,{}
The North Face Vectiv Infinite,,,The North Face,,,19.0,25.0,6.0,169.00,{},2021,"{Forefoot, Midfoot, Heel}",Trail,,Water Repellent,10.8,{Standard}
Mizuno Wave Horizon 4,Stability,Low,Mizuno,Balanced,Semi-Flexible,22.0,32.0,10.0,160.00,{Overpronation},2020,{Heel},Road,Medium,,11.3,{Standard}
New Balance Fresh Foam 880 v10,Neutral,High,New Balance,Plush,Semi-Flexible,,,10.0,130.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,10.7,"{Narrow, Standard, Wide, Extra Wide}"
Reebok Floatride Run Fast,Neutral,High,Reebok,,,18.0,28.0,10.0,140.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,6.9,{Standard}
Adidas Ultraboost 19,Neutral,High,Adidas,Plush,Semi-Flexible,,,10.5,180.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,10.9,{}
La Sportiva Cyklon,Neutral,High,La Sportiva,Firm,Semi-Rigid,20.0,28.0,8.0,160.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Trail,Wide,,11.0,{Standard}
ASICS Gel Excite 6,Neutral,High,ASICS,Plush,Semi-Flexible,,,10.0,75.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Narrow,,9.6,"{Standard, Extra Wide}"
Under Armour HOVR Infinite 2,Neutral,High,Under Armour,Plush,Semi-Flexible,23.0,31.0,8.0,120.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.8,{Standard}
Saucony Kinvara 10,Neutral,High,Saucony,Firm,Semi-Flexible,19.0,23.0,4.0,110.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,Medium,,7.8,{Standard}
Nike Air Zoom Pegasus 37 Shield,Neutral,High,Nike,Plush,Balanced,14.0,24.0,10.0,130.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Narrow,Water Repellent,11.2,{Standard}
Under Armour HOVR Sonic 2,Neutral,High,Under Armour,Plush,Semi-Flexible,16.0,24.0,8.0,100.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.0,"{Standard, Wide}"
